ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
35534	Liªu_Thanh Long T­íng Qu©n y	0;100;10159;1	1	2	17		1	33727		
35535	Liªu_Thanh Long T­íng Qu©n y	0;100;10160;1	2	3	17		1	33728		
35536	Liªu_Thanh Long T­íng Qu©n y	0;100;10161;1	2	4	17		1	33729		
35537	Liªu_Thanh Long T­íng Qu©n y	0;100;10162;1	1	1	18		1	33730		
35538	Liªu_Thanh Long T­íng Qu©n y	0;100;10163;1	1	2	18		1	33731		
35539	Liªu_Thanh Long T­íng Qu©n y	0;100;10164;1	2	3	18		1	33732		
35540	Liªu_Thanh Long T­íng Qu©n y	0;100;10165;1	2	4	18		1	33733		
35541	Liªu_Thanh Long T­íng Qu©n y	0;100;10166;1	1	1	20		1	33734		
35542	Liªu_Thanh Long T­íng Qu©n y	0;100;10167;1	1	2	20		1	33735		
35543	Liªu_Thanh Long T­íng Qu©n y	0;100;10168;1	2	3	20		1	33736		
35544	Liªu_Thanh Long T­íng Qu©n y	0;100;10169;1	2	4	20		1	33737		
35545	Liªu_Thanh Long T­íng Qu©n y	0;100;10170;1	1	1	21		1	33738		
35546	Liªu_Thanh Long T­íng Qu©n y	0;100;10171;1	1	2	21		1	33739		
35547	Liªu_Thanh Long T­íng Qu©n y	0;100;10172;1	2	3	21		1	33740		
35548	Liªu_Thanh Long T­íng Qu©n y	0;100;10173;1	2	4	21		1	33741		
35549	Liªu_Thanh Long T­íng Qu©n y	0;100;10174;1	1	1	23		1	33742		
35550	Liªu_Thanh Long T­íng Qu©n y	0;100;10175;1	1	2	23		1	33743		
35551	Liªu_Thanh Long T­íng Qu©n y	0;100;10176;1	1	1	25		1	33744		
35552	Liªu_Thanh Long T­íng Qu©n y	0;100;10177;1	1	2	25		1	33745		
35553	Liªu_Thanh Long T­íng Qu©n y	0;100;10178;1	2	3	25		1	33746		
35554	Liªu_Thanh Long T­íng Qu©n y	0;100;10179;1	2	4	25		1	33747		
35555	Liªu_Thanh Long T­íng Qu©n y	0;100;10180;1	1	1	26		1	33748		
35556	Liªu_Thanh Long T­íng Qu©n y	0;100;10181;1	1	2	26		1	33749		
35557	Liªu_Thanh Long T­íng Qu©n y	0;100;10182;1	2	3	26		1	33750		
35558	Liªu_Thanh Long T­íng Qu©n y	0;100;10183;1	2	4	26		1	33751		
35559	Liªu_Thanh Long T­íng Qu©n y	0;100;10184;1	1	1	27		1	33752		
35560	Liªu_Thanh Long T­íng Qu©n y	0;100;10185;1	1	2	27		1	33753		
35561	Liªu_Thanh Long T­íng Qu©n y	0;100;10186;1	2	3	27		1	33754		
35562	Liªu_Thanh Long T­íng Qu©n y	0;100;10187;1	2	4	27		1	33755		
35563	Liªu_Thanh Long T­íng Qu©n y	0;100;10188;1	2	3	29		1	33756		
35564	Liªu_Thanh Long T­íng Qu©n y	0;100;10189;1	2	4	29		1	33757		
35565	Liªu_Thanh Long T­íng Qu©n y	0;100;10190;1	2	3	30		1	33758		
35566	Liªu_Thanh Long T­íng Qu©n y	0;100;10191;1	2	4	30		1	33759		
35567	Liªu_Thanh Long Nguyªn So¸i y	0;100;10192;1	1	1	2		1	34528		
35568	Liªu_Thanh Long Nguyªn So¸i y	0;100;10193;1	1	2	2		1	34529		
35569	Liªu_Thanh Long Nguyªn So¸i y	0;100;10194;1	1	1	3		1	34530		
35570	Liªu_Thanh Long Nguyªn So¸i y	0;100;10195;1	1	2	3		1	34531		
35571	Liªu_Thanh Long Nguyªn So¸i y	0;100;10196;1	1	1	4		1	34532		
35572	Liªu_Thanh Long Nguyªn So¸i y	0;100;10197;1	1	2	4		1	34533		
35573	Liªu_Thanh Long Nguyªn So¸i y	0;100;10198;1	1	1	6		1	34534		
35574	Liªu_Thanh Long Nguyªn So¸i y	0;100;10199;1	1	2	6		1	34535		
35575	Liªu_Thanh Long Nguyªn So¸i y	0;100;10200;1	2	3	6		1	34536		
35576	Liªu_Thanh Long Nguyªn So¸i y	0;100;10201;1	2	4	6		1	34537		
35577	Liªu_Thanh Long Nguyªn So¸i y	0;100;10202;1	2	3	8		1	34538		
35578	Liªu_Thanh Long Nguyªn So¸i y	0;100;10203;1	2	4	8		1	34539		
35579	Liªu_Thanh Long Nguyªn So¸i y	0;100;10204;1	2	3	9		1	34540		
35580	Liªu_Thanh Long Nguyªn So¸i y	0;100;10205;1	2	4	9		1	34541		
35581	Liªu_Thanh Long Nguyªn So¸i y	0;100;10206;1	1	1	11		1	34542		
35582	Liªu_Thanh Long Nguyªn So¸i y	0;100;10207;1	1	2	11		1	34543		
35583	Liªu_Thanh Long Nguyªn So¸i y	0;100;10208;1	2	3	11		1	34544		
35584	Liªu_Thanh Long Nguyªn So¸i y	0;100;10209;1	2	4	11		1	34545		
35585	Liªu_Thanh Long Nguyªn So¸i y	0;100;10210;1	1	1	12		1	34546		
35586	Liªu_Thanh Long Nguyªn So¸i y	0;100;10211;1	1	2	12		1	34547		
35587	Liªu_Thanh Long Nguyªn So¸i y	0;100;10212;1	2	3	12		1	34548		
35588	Liªu_Thanh Long Nguyªn So¸i y	0;100;10213;1	2	4	12		1	34549		
35589	Liªu_Thanh Long Nguyªn So¸i y	0;100;10214;1	1	1	14		1	34550		
35590	Liªu_Thanh Long Nguyªn So¸i y	0;100;10215;1	1	2	14		1	34551		
35591	Liªu_Thanh Long Nguyªn So¸i y	0;100;10216;1	2	3	14		1	34552		
35592	Liªu_Thanh Long Nguyªn So¸i y	0;100;10217;1	2	4	14		1	34553		
35593	Liªu_Thanh Long Nguyªn So¸i y	0;100;10218;1	1	1	15		1	34554		
35594	Liªu_Thanh Long Nguyªn So¸i y	0;100;10219;1	1	2	15		1	34555		
35595	Liªu_Thanh Long Nguyªn So¸i y	0;100;10220;1	2	3	15		1	34556		
35596	Liªu_Thanh Long Nguyªn So¸i y	0;100;10221;1	2	4	15		1	34557		
35597	Liªu_Thanh Long Nguyªn So¸i y	0;100;10222;1	1	1	17		1	34558		
35598	Liªu_Thanh Long Nguyªn So¸i y	0;100;10223;1	1	2	17		1	34559		
35599	Liªu_Thanh Long Nguyªn So¸i y	0;100;10224;1	2	3	17		1	34560		
35600	Liªu_Thanh Long Nguyªn So¸i y	0;100;10225;1	2	4	17		1	34561		
35601	Liªu_Thanh Long Nguyªn So¸i y	0;100;10226;1	1	1	18		1	34562		
35602	Liªu_Thanh Long Nguyªn So¸i y	0;100;10227;1	1	2	18		1	34563		
35603	Liªu_Thanh Long Nguyªn So¸i y	0;100;10228;1	2	3	18		1	34564		
35604	Liªu_Thanh Long Nguyªn So¸i y	0;100;10229;1	2	4	18		1	34565		
35605	Liªu_Thanh Long Nguyªn So¸i y	0;100;10230;1	1	1	20		1	34566		
35606	Liªu_Thanh Long Nguyªn So¸i y	0;100;10231;1	1	2	20		1	34567		
35607	Liªu_Thanh Long Nguyªn So¸i y	0;100;10232;1	2	3	20		1	34568		
35608	Liªu_Thanh Long Nguyªn So¸i y	0;100;10233;1	2	4	20		1	34569		
35609	Liªu_Thanh Long Nguyªn So¸i y	0;100;10234;1	1	1	21		1	34570		
35610	Liªu_Thanh Long Nguyªn So¸i y	0;100;10235;1	1	2	21		1	34571		
35611	Liªu_Thanh Long Nguyªn So¸i y	0;100;10236;1	2	3	21		1	34572		
35612	Liªu_Thanh Long Nguyªn So¸i y	0;100;10237;1	2	4	21		1	34573		
35613	Liªu_Thanh Long Nguyªn So¸i y	0;100;10238;1	1	1	23		1	34574		
35614	Liªu_Thanh Long Nguyªn So¸i y	0;100;10239;1	1	2	23		1	34575		
35615	Liªu_Thanh Long Nguyªn So¸i y	0;100;10240;1	1	1	25		1	34576		
35616	Liªu_Thanh Long Nguyªn So¸i y	0;100;10241;1	1	2	25		1	34577		
35617	Liªu_Thanh Long Nguyªn So¸i y	0;100;10242;1	2	3	25		1	34578		
35618	Liªu_Thanh Long Nguyªn So¸i y	0;100;10243;1	2	4	25		1	34579		
35619	Liªu_Thanh Long Nguyªn So¸i y	0;100;10244;1	1	1	26		1	34580		
35620	Liªu_Thanh Long Nguyªn So¸i y	0;100;10245;1	1	2	26		1	34581		
35621	Liªu_Thanh Long Nguyªn So¸i y	0;100;10246;1	2	3	26		1	34582		
35622	Liªu_Thanh Long Nguyªn So¸i y	0;100;10247;1	2	4	26		1	34583		
35623	Liªu_Thanh Long Nguyªn So¸i y	0;100;10248;1	1	1	27		1	34584		
35624	Liªu_Thanh Long Nguyªn So¸i y	0;100;10249;1	1	2	27		1	34585		
35625	Liªu_Thanh Long Nguyªn So¸i y	0;100;10250;1	2	3	27		1	34586		
35626	Liªu_Thanh Long Nguyªn So¸i y	0;100;10251;1	2	4	27		1	34587		
35627	Liªu_Thanh Long Nguyªn So¸i y	0;100;10252;1	2	3	29		1	34588		
35628	Liªu_Thanh Long Nguyªn So¸i y	0;100;10253;1	2	4	29		1	34589		
35629	Liªu_Thanh Long Nguyªn So¸i y	0;100;10254;1	2	3	30		1	34590		
35630	Liªu_Thanh Long Nguyªn So¸i y	0;100;10255;1	2	4	30		1	34591		
35631	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10000;1	1	1	2		1	33376		
35632	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10001;1	1	2	2		1	33377		
35633	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10002;1	1	1	3		1	33378		
35634	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10003;1	1	2	3		1	33379		
35635	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10004;1	1	1	4		1	33380		
35636	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10005;1	1	2	4		1	33381		
35637	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10006;1	1	1	6		1	33382		
35638	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10007;1	1	2	6		1	33383		
35639	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10008;1	2	3	6		1	33384		
35640	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10009;1	2	4	6		1	33385		
35641	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10010;1	2	3	8		1	33386		
35642	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10011;1	2	4	8		1	33387		
35643	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10012;1	2	3	9		1	33388		
35644	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10013;1	2	4	9		1	33389		
35645	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10014;1	1	1	11		1	33390		
35646	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10015;1	1	2	11		1	33391		
35647	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10016;1	2	3	11		1	33392		
35648	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10017;1	2	4	11		1	33393		
35649	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10018;1	1	1	12		1	33394		
35650	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10019;1	1	2	12		1	33395		
35651	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10020;1	2	3	12		1	33396		
35652	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10021;1	2	4	12		1	33397		
35653	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10022;1	1	1	14		1	33398		
35654	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10023;1	1	2	14		1	33399		
35655	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10024;1	2	3	14		1	33400		
35656	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10025;1	2	4	14		1	33401		
35657	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10026;1	1	1	15		1	33402		
35658	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10027;1	1	2	15		1	33403		
35659	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10028;1	2	3	15		1	33404		
35660	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10029;1	2	4	15		1	33405		
35661	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10030;1	1	1	17		1	33406		
35662	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10031;1	1	2	17		1	33407		
35663	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10032;1	2	3	17		1	33408		
35664	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10033;1	2	4	17		1	33409		
35665	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10034;1	1	1	18		1	33410		
35666	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10035;1	1	2	18		1	33411		
35667	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10036;1	2	3	18		1	33412		
35668	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10037;1	2	4	18		1	33413		
35669	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10038;1	1	1	20		1	33414		
35670	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10039;1	1	2	20		1	33415		
35671	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10040;1	2	3	20		1	33416		
35672	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10041;1	2	4	20		1	33417		
35673	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10042;1	1	1	21		1	33418		
35674	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10043;1	1	2	21		1	33419		
35675	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10044;1	2	3	21		1	33420		
35676	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10045;1	2	4	21		1	33421		
35677	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10046;1	1	1	23		1	33422		
35678	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10047;1	1	2	23		1	33423		
35679	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10048;1	1	1	25		1	33424		
35680	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10049;1	1	2	25		1	33425		
35681	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10050;1	2	3	25		1	33426		
35682	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10051;1	2	4	25		1	33427		
35683	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10052;1	1	1	26		1	33428		
35684	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10053;1	1	2	26		1	33429		
35685	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10054;1	2	3	26		1	33430		
35686	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10055;1	2	4	26		1	33431		
35687	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10056;1	1	1	27		1	33432		
35688	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10057;1	1	2	27		1	33433		
35689	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10058;1	2	3	27		1	33434		
35690	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10059;1	2	4	27		1	33435		
35691	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10060;1	2	3	29		1	33436		
35692	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10061;1	2	4	29		1	33437		
35693	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10062;1	2	3	30		1	33438		
35694	Tèng_Thanh Long T­íng Qu©n Trang	0;101;10063;1	2	4	30		1	33439		
35695	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10064;1	1	1	2		1	34144		
35696	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10065;1	1	2	2		1	34145		
35697	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10066;1	1	1	3		1	34146		
35698	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10067;1	1	2	3		1	34147		
35699	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10068;1	1	1	4		1	34148		
35700	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10069;1	1	2	4		1	34149		
35701	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10070;1	1	1	6		1	34150		
35702	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10071;1	1	2	6		1	34151		
35703	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10072;1	2	3	6		1	34152		
35704	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10073;1	2	4	6		1	34153		
35705	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10074;1	2	3	8		1	34154		
35706	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10075;1	2	4	8		1	34155		
35707	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10076;1	2	3	9		1	34156		
35708	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10077;1	2	4	9		1	34157		
35709	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10078;1	1	1	11		1	34158		
35710	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10079;1	1	2	11		1	34159		
35711	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10080;1	2	3	11		1	34160		
35712	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10081;1	2	4	11		1	34161		
35713	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10082;1	1	1	12		1	34162		
35714	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10083;1	1	2	12		1	34163		
35715	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10084;1	2	3	12		1	34164		
35716	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10085;1	2	4	12		1	34165		
35717	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10086;1	1	1	14		1	34166		
35718	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10087;1	1	2	14		1	34167		
35719	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10088;1	2	3	14		1	34168		
35720	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10089;1	2	4	14		1	34169		
35721	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10090;1	1	1	15		1	34170		
35722	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10091;1	1	2	15		1	34171		
35723	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10092;1	2	3	15		1	34172		
35724	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10093;1	2	4	15		1	34173		
35725	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10094;1	1	1	17		1	34174		
35726	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10095;1	1	2	17		1	34175		
35727	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10096;1	2	3	17		1	34176		
35728	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10097;1	2	4	17		1	34177		
35729	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10098;1	1	1	18		1	34178		
35730	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10099;1	1	2	18		1	34179		
35731	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10100;1	2	3	18		1	34180		
35732	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10101;1	2	4	18		1	34181		
35733	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10102;1	1	1	20		1	34182		
35734	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10103;1	1	2	20		1	34183		
35735	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10104;1	2	3	20		1	34184		
35736	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10105;1	2	4	20		1	34185		
35737	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10106;1	1	1	21		1	34186		
35738	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10107;1	1	2	21		1	34187		
35739	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10108;1	2	3	21		1	34188		
35740	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10109;1	2	4	21		1	34189		
35741	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10110;1	1	1	23		1	34190		
35742	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10111;1	1	2	23		1	34191		
35743	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10112;1	1	1	25		1	34192		
35744	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10113;1	1	2	25		1	34193		
35745	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10114;1	2	3	25		1	34194		
35746	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10115;1	2	4	25		1	34195		
35747	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10116;1	1	1	26		1	34196		
35748	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10117;1	1	2	26		1	34197		
35749	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10118;1	2	3	26		1	34198		
35750	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10119;1	2	4	26		1	34199		
35751	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10120;1	1	1	27		1	34200		
35752	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10121;1	1	2	27		1	34201		
35753	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10122;1	2	3	27		1	34202		
35754	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10123;1	2	4	27		1	34203		
35755	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10124;1	2	3	29		1	34204		
35756	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10125;1	2	4	29		1	34205		
35757	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10126;1	2	3	30		1	34206		
35758	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;10127;1	2	4	30		1	34207		
35759	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10128;1	1	1	2		1	33760		
35760	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10129;1	1	2	2		1	33761		
35761	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10130;1	1	1	3		1	33762		
35762	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10131;1	1	2	3		1	33763		
35763	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10132;1	1	1	4		1	33764		
35764	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10133;1	1	2	4		1	33765		
35765	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10134;1	1	1	6		1	33766		
35766	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10135;1	1	2	6		1	33767		
35767	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10136;1	2	3	6		1	33768		
35768	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10137;1	2	4	6		1	33769		
35769	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10138;1	2	3	8		1	33770		
35770	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10139;1	2	4	8		1	33771		
35771	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10140;1	2	3	9		1	33772		
35772	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10141;1	2	4	9		1	33773		
35773	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10142;1	1	1	11		1	33774		
35774	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10143;1	1	2	11		1	33775		
35775	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10144;1	2	3	11		1	33776		
35776	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10145;1	2	4	11		1	33777		
35777	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10146;1	1	1	12		1	33778		
35778	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10147;1	1	2	12		1	33779		
35779	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10148;1	2	3	12		1	33780		
35780	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10149;1	2	4	12		1	33781		
35781	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10150;1	1	1	14		1	33782		
35782	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10151;1	1	2	14		1	33783		
35783	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10152;1	2	3	14		1	33784		
35784	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10153;1	2	4	14		1	33785		
35785	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10154;1	1	1	15		1	33786		
35786	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10155;1	1	2	15		1	33787		
35787	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10156;1	2	3	15		1	33788		
35788	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10157;1	2	4	15		1	33789		
35789	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10158;1	1	1	17		1	33790		
35790	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10159;1	1	2	17		1	33791		
35791	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10160;1	2	3	17		1	33792		
35792	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10161;1	2	4	17		1	33793		
35793	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10162;1	1	1	18		1	33794		
35794	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10163;1	1	2	18		1	33795		
35795	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10164;1	2	3	18		1	33796		
35796	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10165;1	2	4	18		1	33797		
35797	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10166;1	1	1	20		1	33798		
35798	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10167;1	1	2	20		1	33799		
35799	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10168;1	2	3	20		1	33800		
35800	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10169;1	2	4	20		1	33801		
35801	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10170;1	1	1	21		1	33802		
35802	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10171;1	1	2	21		1	33803		
35803	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10172;1	2	3	21		1	33804		
35804	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10173;1	2	4	21		1	33805		
35805	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10174;1	1	1	23		1	33806		
35806	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10175;1	1	2	23		1	33807		
35807	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10176;1	1	1	25		1	33808		
35808	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10177;1	1	2	25		1	33809		
35809	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10178;1	2	3	25		1	33810		
35810	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10179;1	2	4	25		1	33811		
35811	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10180;1	1	1	26		1	33812		
35812	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10181;1	1	2	26		1	33813		
35813	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10182;1	2	3	26		1	33814		
35814	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10183;1	2	4	26		1	33815		
35815	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10184;1	1	1	27		1	33816		
35816	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10185;1	1	2	27		1	33817		
35817	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10186;1	2	3	27		1	33818		
35818	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10187;1	2	4	27		1	33819		
35819	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10188;1	2	3	29		1	33820		
35820	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10189;1	2	4	29		1	33821		
35821	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10190;1	2	3	30		1	33822		
35822	Liªu_Thanh Long T­íng Qu©n Trang	0;101;10191;1	2	4	30		1	33823		
35823	Liªu_Thanh Long Nguyªn So¸i Trang	0;101;10192;1	1	1	2		1	34592		
35824	Liªu_Thanh Long Nguyªn So¸i Trang	0;101;10193;1	1	2	2		1	34593		
