Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"Phßng ngù (Néi, ngo¹i)"	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	"Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30954	30	40000	0	200						31770	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30955	30	40000	0	200						31771	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30956	30	40000	0	200						31772	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30957	30	40000	0	200						31773	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30958	30	40000	0	200						31774	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30959	30	40000	0	200						31775	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30960	30	40000	0	200						31776	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30961	30	40000	0	200						31777	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30962	30	40000	0	200						31778	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30963	30	40000	0	200						31779	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30964	30	40000	0	200						31780	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30965	30	40000	0	200						31781	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30966	30	40000	0	200						31782	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30967	30	40000	0	200						31783	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30968	30	40000	0	200						31784	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30969	30	40000	0	200						31785	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30970	30	40000	0	200						31786	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30971	30	40000	0	200						31787	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30972	30	40000	0	200						31788	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30973	30	40000	0	200						31789	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30974	30	40000	0	200						31790	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30975	30	40000	0	200						31791	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30976	30	40000	0	200						31792	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30977	30	40000	0	200						31793	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30978	30	40000	0	200						31794	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30979	30	40000	0	200						31795	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30980	30	40000	0	200						31796	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30981	30	40000	0	200						31797	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30982	30	40000	0	200						31798	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30983	30	40000	0	200						31799	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30984	30	40000	0	200						31800	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30985	30	40000	0	200						31801	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30986	30	40000	0	200						31802	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30987	30	40000	0	200						31803	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30988	30	40000	0	200						31804	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30989	30	40000	0	200						31805	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30990	30	40000	0	200						31806	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30991	30	40000	0	200						31807	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30992	30	40000	0	200						31808	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30993	30	40000	0	200						31809	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30994	30	40000	0	200						31810	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30995	30	40000	0	200						31811	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0	102	30996	30	40000	0	200						31748	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì3_A1.spr	\image\item\ring\À×»¢ÁîÆì3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0	102	30997	30	40000	0	200						31749	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì3_A1.spr	\image\item\ring\À×»¢ÁîÆì3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0	102	30998	30	40000	0	200						31750	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì3_A1.spr	\image\item\ring\À×»¢ÁîÆì3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0	102	30999	30	40000	0	200						31751	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì3_A1.spr	\image\item\ring\À×»¢ÁîÆì3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0	102	31000	30	40000	0	200						31752	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì3_A1.spr	\image\item\ring\À×»¢ÁîÆì3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0	102	31001	30	40000	0	200						31753	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì3_A1.spr	\image\item\ring\À×»¢ÁîÆì3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0	102	31002	30	40000	0	200						31754	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì3_A1.spr	\image\item\ring\À×»¢ÁîÆì3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
