T©n Y phôc	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"(Ngo¹i, néi) phßng"	Thuéc tÝnh hç trî 1	TrÞ sè Thuéc tÝnh hç trî 1	Thuéc tÝnh hç trî 2	TrÞ sè Thuéc tÝnh hç trî 2	"Biªn hiÖu bé trang bÞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bÞ)"	§¾ng cÊp yªu cÇu	Giíi tÝnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàÐÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thÞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	"Cã/kh«ng thÓ giao dÞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chÝ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm																																																													
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30328	30	40000	0	200	25;17					31573	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30329	30	40000	0	200	23;23					31574	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30330	30	40000	0	200	23;23					31575	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30331	30	40000	0	200	23;23					31576	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30332	30	40000	0	200	23;23					31577	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30333	30	40000	0	200	17;25					31578	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30334	30	40000	0	200	17;25					31579	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30335	30	40000	0	200	17;25					31580	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30336	30	40000	0	200	17;25					31581	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30337	30	40000	0	200	17;25					31582	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30338	30	40000	0	200	17;25					31583	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30339	30	40000	0	200	17;25					31584	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30340	30	40000	0	200	17;25					31585	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30341	30	40000	0	200	23;23					31586	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30342	30	40000	0	200	23;23					31587	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30343	30	40000	0	200	23;23					31588	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30344	30	40000	0	200	23;23					31589	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30345	30	40000	0	200	17;25					31590	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30346	30	40000	0	200	17;25					31591	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30347	30	40000	0	200	17;25					31592	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30348	30	40000	0	200	17;25					31593	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30349	30	40000	0	200	23;23					31594	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30350	30	40000	0	200	23;23					31595	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30351	30	40000	0	200	23;23					31596	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30352	30	40000	0	200	23;23					31597	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30353	30	40000	0	200	17;25					31598	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30354	30	40000	0	200	17;25					31599	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30355	30	40000	0	200	17;25					31600	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30356	30	40000	0	200	17;25					31601	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30357	30	40000	0	200	17;25					31602	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30358	30	40000	0	200	17;25					31603	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30359	30	40000	0	200	25;17					31604	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30360	30	40000	0	200	25;17					31605	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30361	30	40000	0	200	25;17					31606	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30362	30	40000	0	200	25;17					31607	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30363	30	40000	0	200	23;23					31608	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü±êÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30364	30	40000	0	200	23;23					31609	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü×³ÄÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ýÎàÄÐ»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30365	30	40000	0	200	23;23					31610	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ36.spr	\image\item\cloth\»ð·ï½«¾üÐÔ¸ÐÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ÐÔ¸ÐÅ®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Tèng_Háa Phông T­íng Qu©n ChiÕn Bµo	0	100	30366	30	40000	0	200	23;23					31611	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ36.spr	\image\item\cloth\»ð·ï½«¾ü½¿Ð¡ÒÂ120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ð¡Å®»ð·ï½«¾üÅÛ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
