Tªn giµy	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Søc phßng ngù (ngo¹i ; néi)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	"Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30484	30	40000	0	200	17;25					31729	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ğ¡Å®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30485	30	40000	0	200	17;25					31730	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü±êÄĞ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü±êÄĞ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄĞ»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30486	30	40000	0	200	17;25					31731	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü×³ÄĞ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü×³ÄĞ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ıÎàÄĞ»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30487	30	40000	0	200	25;17					31732	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü±êÄĞ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü±êÄĞ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄĞ»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30488	30	40000	0	200	25;17					31733	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü×³ÄĞ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü×³ÄĞ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ıÎàÄĞ»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30489	30	40000	0	200	25;17					31734	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ĞÔ¸ĞÅ®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30490	30	40000	0	200	25;17					31735	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ğ¡Å®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30491	30	40000	0	200	23;23					31736	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü±êÄĞ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü±êÄĞ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄĞ»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30492	30	40000	0	200	23;23					31737	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü×³ÄĞ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü×³ÄĞ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ıÎàÄĞ»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30493	30	40000	0	200	23;23					31738	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ĞÔ¸ĞÅ®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30494	30	40000	0	200	23;23					31739	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ğ¡Å®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30495	30	40000	0	200	23;23					31740	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü±êÄĞ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü±êÄĞ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	±ê×¼ÄĞ»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30496	30	40000	0	200	23;23					31741	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü×³ÄĞ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü×³ÄĞ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	¿ıÎàÄĞ»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30497	30	40000	0	200	23;23					31742	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ĞÔ¸ĞÅ®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30498	30	40000	0	200	23;23					31743	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ğ¡Å®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30499	30	40000	0	200	23;23					31744	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ĞÔ¸ĞÅ®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30500	30	40000	0	200	23;23					31745	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ğ¡Å®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30501	30	40000	0	200	23;23					31746	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã36.spr	\image\item\shoe\»ğ·ï½«¾üĞÔ¸Ğ¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	ĞÔ¸ĞÅ®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông T­íng Qu©n Trang	0	101	30502	30	40000	0	200	23;23					31747	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã36.spr	\image\item\shoe\»ğ·ï½«¾ü½¿Ğ¡¿ã120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ğ¡Å®»ğ·ï½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30503	30	40000	0	200	25;17					31748	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_024a_0.spr	\image\item\shoe\m1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30504	30	40000	0	200	25;17					31749	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_024a_0.spr	\image\item\shoe\m2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30505	30	40000	0	200	25;17					31750	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_024a_0.spr	\image\item\shoe\m1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30506	30	40000	0	200	25;17					31751	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_024a_0.spr	\image\item\shoe\m2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30507	30	40000	0	200	17;25					31752	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_024a_0.spr	\image\item\shoe\m1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30508	30	40000	0	200	17;25					31753	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_024a_0.spr	\image\item\shoe\m2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30509	30	40000	0	200	23;23					31754	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_024a_0.spr	\image\item\shoe\m1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30510	30	40000	0	200	23;23					31755	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_024a_0.spr	\image\item\shoe\m2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30511	30	40000	0	200	23;23					31756	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_024a_0.spr	\image\item\shoe\f2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30512	30	40000	0	200	23;23					31757	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_024a_0.spr	\image\item\shoe\f1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30513	30	40000	0	200	17;25					31758	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_024a_0.spr	\image\item\shoe\f2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30514	30	40000	0	200	17;25					31759	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_024a_0.spr	\image\item\shoe\f1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30515	30	40000	0	200	23;23					31760	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_024a_0.spr	\image\item\shoe\f2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30516	30	40000	0	200	23;23					31761	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_024a_0.spr	\image\item\shoe\f1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30517	30	40000	0	200	25;17					31762	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_024a_0.spr	\image\item\shoe\m1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30518	30	40000	0	200	25;17					31763	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_024a_0.spr	\image\item\shoe\m2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30519	30	40000	0	200	25;17					31764	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_024a_0.spr	\image\item\shoe\f2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30520	30	40000	0	200	25;17					31765	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_024a_0.spr	\image\item\shoe\f1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30521	30	40000	0	200	23;23					31766	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_024a_0.spr	\image\item\shoe\m1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30522	30	40000	0	200	23;23					31767	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_024a_0.spr	\image\item\shoe\m2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30523	30	40000	0	200	23;23					31768	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_024a_0.spr	\image\item\shoe\f2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30524	30	40000	0	200	23;23					31769	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_024a_0.spr	\image\item\shoe\f1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30525	30	40000	0	200	17;25					31770	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_024a_0.spr	\image\item\shoe\m1_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Trang	0	101	30526	30	40000	0	200	17;25					31771	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_024a_0.spr	\image\item\shoe\m2_le_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
