Tªn M·o	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"(Ngo¹i, néi) phßng"	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	"Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm																																																													
Tèng Th­¬ng ¦ng So¸i kh«i	0	103	30039	30	500000	0	150	40;40					30082	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a1.spr	Th­¬ng ¦ng ThÇn ban cho So¸i kh«i	ĞÔ¸ĞÅ®Ìì²¨ÆÆÕóÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0																																																																		
Tèng Th­¬ng ¦ng So¸i kh«i	0	103	30040	30	500000	0	150	40;40					30083	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a1.spr	Th­¬ng ¦ng ThÇn ban cho So¸i kh«i	½¿Ğ¡Å®Ìì²¨ÆÆÕóÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0																																																																		
Liªu Th­¬ng ¦ng §« Thèng kh«i	0	103	30041	30	100000	0	100	30;30					30084	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\Ãµ¹å×°ÄĞÃ±a1.spr	\image\item\cap\Ãµ¹å×°ÄĞÃ±a0.spr	Th­¬ng ¦ng ThÇn ban cho §« Thèng kh«i	±ê×¼ÄĞÃµ¹åÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0																																																																		
Liªu Th­¬ng ¦ng §« Thèng kh«i	0	103	30042	30	100000	0	100	30;30					30085	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\Ãµ¹å×°ÄĞÃ±a1.spr	\image\item\cap\Ãµ¹å×°ÄĞÃ±a0.spr	Th­¬ng ¦ng ThÇn ban cho §« Thèng kh«i	¿ıÎàÄĞÃµ¹åÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0																																																																		
Liªu Th­¬ng ¦ng §« Thèng kh«i	0	103	30043	30	100000	0	100	30;30					30086	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\Ãµ¹å×°Å®Ã±a1.spr	\image\item\cap\Ãµ¹å×°Å®Ã±a0.spr	Th­¬ng ¦ng ThÇn ban cho §« Thèng kh«i	ĞÔ¸ĞÅ®Ãµ¹åÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0																																																																		
Liªu Th­¬ng ¦ng §« Thèng kh«i	0	103	30044	30	100000	0	100	30;30					30087	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\Ãµ¹å×°Å®Ã±a1.spr	\image\item\cap\Ãµ¹å×°Å®Ã±a0.spr	Th­¬ng ¦ng ThÇn ban cho §« Thèng kh«i	½¿Ğ¡Å®Ãµ¹åÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	8	2	1		0																																																																		
Liªu Th­¬ng ¦ng T­íng Qu©n kh«i	0	103	30045	30	200000	0	120	35;35					30088	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\½ğ¼××°-±ê×¼ÄĞÃ±×Óa1.spr	\image\item\cap\½ğ¼××°-±ê×¼ÄĞÃ±×Óa0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n kh«i	±ê×¼ÄĞ»ªÀöÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0																																																																		
Liªu Th­¬ng ¦ng T­íng Qu©n kh«i	0	103	30046	30	200000	0	120	35;35					30089	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\½ğ¼××°-±ëº·ÄĞÃ±×Óa1.spr	\image\item\cap\½ğ¼××°-±ëº·ÄĞÃ±×Óa0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n kh«i	¿ıÎàÄĞ»ªÀöÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0																																																																		
Liªu Th­¬ng ¦ng T­íng Qu©n kh«i	0	103	30047	30	200000	0	120	35;35					30090	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\½ğ¼××°-ĞÔ¸ĞÅ®Ã±×Óa1.spr	\image\item\cap\½ğ¼××°-ĞÔ¸ĞÅ®Ã±×Óa0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n kh«i	ĞÔ¸ĞÅ®»ªÀöÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0																																																																		
Liªu Th­¬ng ¦ng T­íng Qu©n kh«i	0	103	30048	30	200000	0	120	35;35					30091	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\½ğ¼××°-½¿Ğ¡Å®Ã±×Óa1.spr	\image\item\cap\½ğ¼××°-½¿Ğ¡Å®Ã±×Óa0.spr	Th­¬ng ¦ng ThÇn ban cho T­íng Qu©n kh«i	½¿Ğ¡Å®»ªÀöÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0																																																																		
Liªu Th­¬ng ¦ng So¸i kh«i	0	103	30049	30	500000	0	150	40;40					30092	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Ìì²¨ÆÆÕóa1.spr	Th­¬ng ¦ng ThÇn ban cho So¸i kh«i	±ê×¼ÄĞÌì²¨ÆÆÕóÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0																																																																		
Liªu Th­¬ng ¦ng So¸i kh«i	0	103	30050	30	500000	0	150	40;40					30093	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Ìì²¨ÆÆÕóa1.spr	Th­¬ng ¦ng ThÇn ban cho So¸i kh«i	¿ıÎàÄĞÌì²¨ÆÆÕóÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0																																																																		
Liªu Th­¬ng ¦ng So¸i kh«i	0	103	30051	30	500000	0	150	40;40					30094	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a1.spr	Th­¬ng ¦ng ThÇn ban cho So¸i kh«i	ĞÔ¸ĞÅ®Ìì²¨ÆÆÕóÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0																																																																		
Liªu Th­¬ng ¦ng So¸i kh«i	0	103	30052	30	500000	0	150	40;40					30095	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a1.spr	Th­¬ng ¦ng ThÇn ban cho So¸i kh«i	½¿Ğ¡Å®Ìì²¨ÆÆÕóÍ·	§· khãa	\script\newbattles\battle_equipment_item.lua	10	1	1		0																																																																		
§Çu ngo¹i trang n¨m míi	0	108	30033	10	0	0	120							10	1	1		\image\item\cap\m2_hd_005a1.spr	\image\item\cap\m2_hd_005a0.spr	§Çu ngo¹i trang thÊt tŞch ®Æc biÖt dµnh cho ®ªm t×nh yªu thÊt tŞch.	±ê×¼ÄĞÊ¥µ®Í·	Ngo¹i trang		1	0	1		1																																																																		
§Çu ngo¹i trang n¨m míi	0	108	30034	10	0	0	120							10	1	2		\image\item\cap\m1_hd_005a1.spr	\image\item\cap\m1_hd_005a0.spr	§Çu ngo¹i trang thÊt tŞch ®Æc biÖt dµnh cho ®ªm t×nh yªu thÊt tŞch.	¿ıÎàÄĞÊ¥µ®Í·	Ngo¹i trang		1	0	1		1																																																																		
§Çu ngo¹i trang n¨m míi	0	108	30035	10	0	0	120							10	2	3		\image\item\cap\f2_hd_005a1.spr	\image\item\cap\f2_hd_005a0.spr	§Çu ngo¹i trang thÊt tŞch ®Æc biÖt dµnh cho ®ªm t×nh yªu thÊt tŞch.	ĞÔ¸ĞÅ®Ê¥µ®Í·	Ngo¹i trang		1	0	1		1																																																																		
§Çu ngo¹i trang n¨m míi	0	108	30036	10	0	0	120							10	2	4		\image\item\cap\f1_hd_005a1.spr	\image\item\cap\f1_hd_005a0.spr	§Çu ngo¹i trang thÊt tŞch ®Æc biÖt dµnh cho ®ªm t×nh yªu thÊt tŞch.	½¿Ğ¡Å®Ê¥µ®Í·	Ngo¹i trang		1	0	1		1																																																																		
Hång S©m Tr©m	0	108	630	10	0	0	120							10	1	1		\image\item\cap\Ãµ¹å×°ÄĞÃ±a1.spr	\image\item\cap\Ãµ¹å×°ÄĞÃ±a0.spr	Hång S©m nguån lùc huyÒn bİ v« song.	±ê×¼ÄĞÃµ¹åÍ·	Ngo¹i trang		1	2	1		1																																																																		
Hång S©m Tr©m	0	108	631	10	0	0	120							10	1	2		\image\item\cap\Ãµ¹å×°ÄĞÃ±a1.spr	\image\item\cap\Ãµ¹å×°ÄĞÃ±a0.spr	Hång S©m nguån lùc huyÒn bİ v« song.	¿ıÎàÄĞÃµ¹åÍ·	Ngo¹i trang		1	2	1		1																																																																		
Hång S©m Tr©m	0	108	632	10	0	0	120							10	2	3		\image\item\cap\Ãµ¹å×°Å®Ã±a1.spr	\image\item\cap\Ãµ¹å×°Å®Ã±a0.spr	Hång S©m nguån lùc huyÒn bİ v« song.	ĞÔ¸ĞÅ®Ãµ¹åÍ·	Ngo¹i trang		1	2	1		1																																																																		
Hång S©m Tr©m	0	108	633	10	0	0	120							10	2	4		\image\item\cap\Ãµ¹å×°Å®Ã±a1.spr	\image\item\cap\Ãµ¹å×°Å®Ã±a0.spr	Hång S©m nguån lùc huyÒn bİ v« song.	½¿Ğ¡Å®Ãµ¹åÍ·	Ngo¹i trang		1	2	1		1																																																																		
Thiªn Ba Ph¸ TrËn kh«i	0	108	676	10	0	0	120							10	1	1		\image\item\cap\Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Ìì²¨ÆÆÕóa1.spr	"Hiªn ngang hïng dòng, oai phong lÉm liÖt"	±ê×¼ÄĞÌì²¨ÆÆÕóÍ·	Ngo¹i trang		1	2	1		1																																																																		
Thiªn Ba Ph¸ TrËn kh«i	0	108	677	10	0	0	120							10	1	2		\image\item\cap\Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Ìì²¨ÆÆÕóa1.spr	"Hiªn ngang hïng dòng, oai phong lÉm liÖt"	¿ıÎàÄĞÌì²¨ÆÆÕóÍ·	Ngo¹i trang		1	2	1		1																																																																		
Thiªn Ba Ph¸ TrËn kh«i	0	108	678	10	0	0	120							10	2	3		\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a1.spr	"Hiªn ngang hïng dòng, oai phong lÉm liÖt"	ĞÔ¸ĞÅ®Ìì²¨ÆÆÕóÍ·	Ngo¹i trang		1	2	1		1																																																																		
Thiªn Ba Ph¸ TrËn kh«i	0	108	679	10	0	0	120							10	2	4		\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a0.spr	\image\item\cap\Å®Ìì²¨ÆÆÕóÍ·a1.spr	"Hiªn ngang hïng dòng, oai phong lÉm liÖt"	½¿Ğ¡Å®Ìì²¨ÆÆÕóÍ·	Ngo¹i trang		1	2	1		1																																																																		
¢m Hån Kim §Çu	0	108	680	10	0	0	360							10	1	1		\image\item\cap\÷ö»êöÌ½ğÍ·a0.spr	\image\item\cap\÷ö»êöÌ½ğÍ·a1.spr	"Thiªn Hån T­ ¢m, Hoang Háa Kim."	±ê×¼ÄĞ÷ö»êöÌ½ğÍ·	Ngo¹i trang		1	2	1		1																																																																		
¢m Hån Kim §Çu	0	108	681	10	0	0	360							10	1	2		\image\item\cap\÷ö»êöÌ½ğÍ·a0.spr	\image\item\cap\÷ö»êöÌ½ğÍ·a1.spr	"Thiªn Hån T­ ¢m, Hoang Háa Kim."	¿ıÎàÄĞ÷ö»êöÌ½ğÍ·	Ngo¹i trang		1	2	1		1																																																																		
¢m Hån Kim §Çu	0	108	682	10	0	0	360							10	2	3		\image\item\cap\Å®÷ö»êöÌ½ğÍ·a0.spr	\image\item\cap\Å®÷ö»êöÌ½ğÍ·a1.spr	"Thiªn Hån T­ ¢m, Hoang Háa Kim."	ĞÔ¸ĞÅ®÷ö»êöÌ½ğÍ·	Ngo¹i trang		1	2	1		1																																																																		
¢m Hån Kim §Çu	0	108	683	10	0	0	360							10	2	4		\image\item\cap\Å®÷ö»êöÌ½ğÍ·a0.spr	\image\item\cap\Å®÷ö»êöÌ½ğÍ·a1.spr	"Thiªn Hån T­ ¢m, Hoang Háa Kim."	½¿Ğ¡Å®÷ö»êöÌ½ğÍ·	Ngo¹i trang		1	2	1		1																																																																		
Thanh Minh Kh«i	0	108	684	10	0	0	360							10	1	1		\image\item\cap\m1_hd_002a1.spr	\image\item\cap\m1_hd_002a0.spr	"Håi thñ mé v©n viÔn, phi nhø gi¶o thanh minh"	±ê×¼ÄĞ·ÉĞõÇàÚ¤¿ø	Ngo¹i trang		1	0	1		1																																																																		
Thanh Minh Kh«i	0	108	685	10	0	0	360							10	1	2		\image\item\cap\m2_hd_002a1.spr	\image\item\cap\m2_hd_002a0.spr	"Håi thñ mé v©n viÔn, phi nhø gi¶o thanh minh"	¿ıÎàÄĞ·ÉĞõÇàÚ¤¿ø	Ngo¹i trang		1	0	1		1																																																																		
Thanh Minh Kh«i	0	108	686	10	0	0	360							10	2	3		\image\item\cap\f2_hd_002a1.spr	\image\item\cap\f2_hd_002a0.spr	"Håi thñ mé v©n viÔn, phi nhø gi¶o thanh minh"	ĞÔ¸ĞÅ®·ÉĞõÇàÚ¤¿ø	Ngo¹i trang		1	0	1		1																																																																		
Thanh Minh Kh«i	0	108	687	10	0	0	360							10	2	4		\image\item\cap\f1_hd_002a1.spr	\image\item\cap\f1_hd_002a0.spr	"Håi thñ mé v©n viÔn, phi nhø gi¶o thanh minh"	½¿Ğ¡Å®·ÉĞõÇàÚ¤¿ø	Ngo¹i trang		1	0	1		1																																																																		
ThiÕu Niªn Du (Kh«i)	0	108	721	10	0	0	360							10	1	1		\image\item\cap\ÉÙÄêÓÎÄĞ×°1Í·ÊÎa1.spr	\image\item\cap\ÉÙÄêÓÎÄĞ×°1Í·ÊÎa0.spr	"Quy v©n nhÊt khø v« tung tİch, bÊt tù thiÕu niªn thêi."	±ê×¼ÄĞÉÙÄêÓÎ£¨Ã±×Ó£©	Ngo¹i trang		1	2	1		1																																																																		
ThiÕu Niªn Du (Kh«i)	0	108	722	10	0	0	360							10	1	2		\image\item\cap\ÉÙÄêÓÎÄĞ×°2Í·ÊÎa1.spr	\image\item\cap\ÉÙÄêÓÎÄĞ×°2Í·ÊÎa0.spr	"Quy v©n nhÊt khø v« tung tİch, bÊt tù thiÕu niªn thêi."	¿ıÎàÄĞÉÙÄêÓÎ£¨Ã±×Ó£©	Ngo¹i trang		1	2	1		1																																																																		
ThiÕu Niªn Du (Kh«i)	0	108	723	10	0	0	360							10	2	3		\image\item\cap\ÉÙÄêÓÎÅ®×°1Í·ÊÎa1.spr	\image\item\cap\ÉÙÄêÓÎÅ®×°1Í·ÊÎa0.spr	"Quy v©n nhÊt khø v« tung tİch, bÊt tù thiÕu niªn thêi."	ĞÔ¸ĞÅ®ÉÙÄêÓÎ£¨Ã±×Ó£©	Ngo¹i trang		1	2	1		1																																																																		
ThiÕu Niªn Du (Kh«i)	0	108	724	10	0	0	360							10	2	4		\image\item\cap\ÉÙÄêÓÎÅ®×°2Í·ÊÎa1.spr	\image\item\cap\ÉÙÄêÓÎÅ®×°2Í·ÊÎa0.spr	"Quy v©n nhÊt khø v« tung tİch, bÊt tù thiÕu niªn thêi."	½¿Ğ¡Å®ÉÙÄêÓÎ£¨Ã±×Ó£©	Ngo¹i trang		1	2	1		1																																																																		
T­¬ng KiÕn Huan (Kh«i)	0	108	725	10	0	0	360							10	1	1		\image\item\cap\m1_hd_007a1.spr	\image\item\cap\m1_hd_007a0.spr	"T­¬ng kiÕn nhÊt tiÕu, méng c¶nh thïy ®ång?"	±ê×¼ÄĞÏà¼û»¶£¨Ã±×Ó£©	Ngo¹i trang		1	2	1		1																																																																		
T­¬ng KiÕn Huan (Kh«i)	0	108	726	10	0	0	360							10	1	2		\image\item\cap\m2_hd_007a1.spr	\image\item\cap\m2_hd_007a0.spr	"T­¬ng kiÕn nhÊt tiÕu, méng c¶nh thïy ®ång?"	¿ıÎàÄĞÏà¼û»¶£¨Ã±×Ó£©	Ngo¹i trang		1	2	1		1																																																																		
T­¬ng KiÕn Huan (Kh«i)	0	108	727	10	0	0	360							10	2	3		\image\item\cap\f1_hd_007a1.spr	\image\item\cap\f1_hd_007a0.spr	"T­¬ng kiÕn nhÊt tiÕu, méng c¶nh thïy ®ång?"	ĞÔ¸ĞÅ®Ïà¼û»¶£¨Ã±×Ó£©	Ngo¹i trang		1	2	1		1																																																																		
T­¬ng KiÕn Huan (Kh«i)	0	108	728	10	0	0	360							10	2	4		\image\item\cap\f2_hd_007a1.spr	\image\item\cap\f2_hd_007a0.spr	"T­¬ng kiÕn nhÊt tiÕu, méng c¶nh thïy ®ång?"	½¿Ğ¡Å®Ïà¼û»¶£¨Ã±×Ó£©	Ngo¹i trang		1	2	1		1																																																																		
ChiÕn Cuång Thiªn §Şa M¹o	0	103	30143	30	40000	0	200	25;17					31166	10	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	"§¾c chi ng· h¹nh, thÊt chi ng· mÖnh."	±ê×¼ÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	2	0																																																																		
ChiÕn Cuång Thiªn §Şa M¹o	0	103	30144	30	40000	0	200	25;17					31167	10	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	"§¾c chi ng· h¹nh, thÊt chi ng· mÖnh."	¿ıÎàÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	2	0																																																																		
ChiÕn Cuång Thiªn T«n M¹o	0	103	30145	30	40000	0	200	17;25					31168	10	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	"ChiÕn v« h­u nhi hoÆc bÊt tøc, ng« bèi hµ dÜ vi chiÕn. "	±ê×¼ÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	4	0																																																																		
ChiÕn Cuång Thiªn T«n M¹o	0	103	30146	30	40000	0	200	17;25					31169	10	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	"ChiÕn v« h­u nhi hoÆc bÊt tøc, ng« bèi hµ dÜ vi chiÕn. "	¿ıÎàÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	4	0																																																																		
ChiÕn Cuång Phæ TÕ M¹o	0	103	30147	30	40000	0	200	25;17					31170	10	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Trang bŞ do Phæ HiÒn ®¹o nh©n tßng tø th¸nh chi nhÊt truyÒn l¹i.	±ê×¼ÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	3	0																																																																		
ChiÕn Cuång Phæ TÕ M¹o	0	103	30148	30	40000	0	200	25;17					31171	10	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Trang bŞ do Phæ HiÒn ®¹o nh©n tßng tø th¸nh chi nhÊt truyÒn l¹i.	¿ıÎàÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	3	0																																																																		
ChiÕn Cuång TuyÖt MÖnh Qu¸n	0	103	30149	30	40000	0	200	23;23					31172	10	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Trang bŞ sö dông cèt ®Çu nghiªn ma cña th­îng cæ chi long t¹o thµnh.	±ê×¼ÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	6	0																																																																		
ChiÕn Cuång TuyÖt MÖnh Qu¸n	0	103	30150	30	40000	0	200	23;23					31173	10	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Trang bŞ sö dông cèt ®Çu nghiªn ma cña th­îng cæ chi long t¹o thµnh.	¿ıÎàÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	6	0																																																																		
ChiÕn Cuång TuyÖt MÖnh Qu¸n	0	103	30151	30	40000	0	200	23;23					31174	10	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Trang bŞ sö dông cèt ®Çu nghiªn ma cña th­îng cæ chi long t¹o thµnh.	ĞÔ¸ĞÅ®³½ÉßÔÚËêô¢	§· khãa		9	2	1	6	0																																																																		
ChiÕn Cuång TuyÖt MÖnh Qu¸n	0	103	30152	30	40000	0	200	23;23					31175	10	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Trang bŞ sö dông cèt ®Çu nghiªn ma cña th­îng cæ chi long t¹o thµnh.	½¿Ğ¡Å®³½ÉßÔÚËêô¢	§· khãa		9	2	1	6	0																																																																		
ChiÕn Cuång Bå T¸t Tr©m	0	103	30153	30	40000	0	200	17;25					31176	10	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	"Tõ bi vŞ hoµi ,tiÕp tÕ thiªn h¹."	ĞÔ¸ĞÅ®³½ÉßÔÚËêô¢	§· khãa		9	2	1	8	0																																																																		
ChiÕn Cuång Bå T¸t Tr©m	0	103	30154	30	40000	0	200	17;25					31177	10	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	"Tõ bi vŞ hoµi ,tiÕp tÕ thiªn h¹."	½¿Ğ¡Å®³½ÉßÔÚËêô¢	§· khãa		9	2	1	8	0																																																																		
ChiÕn Cuång L­u Thñy Tr©m	0	103	30155	30	40000	0	200	23;23					31178	10	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	"Tİch h÷u b¸ nha phô cÇm ngé tri ©m, kim h÷u n÷ hiÖp tÊu cÇm hé quèc bang."	ĞÔ¸ĞÅ®³½ÉßÔÚËêô¢	§· khãa		9	2	1	9	0																																																																		
ChiÕn Cuång L­u Thñy Tr©m	0	103	30156	30	40000	0	200	23;23					31179	10	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	"Tİch h÷u b¸ nha phô cÇm ngé tri ©m, kim h÷u n÷ hiÖp tÊu cÇm hé quèc bang."	½¿Ğ¡Å®³½ÉßÔÚËêô¢	§· khãa		9	2	1	9	0																																																																		
ChiÕn Cuång ThÇn Du C©n	0	103	30157	30	40000	0	200	25;17					31180	10	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	"Qu¶n tËn thiªn h¹ bÊt b×nh sù, dÜ thiªn vi c¸i ®Şa vi l­ ."	±ê×¼ÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	11	0																																																																		
ChiÕn Cuång ThÇn Du C©n	0	103	30158	30	40000	0	200	25;17					31181	10	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	"Qu¶n tËn thiªn h¹ bÊt b×nh sù, dÜ thiªn vi c¸i ®Şa vi l­ ."	¿ıÎàÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	11	0																																																																		
ChiÕn Cuång ThÇn Du C©n	0	103	30159	30	40000	0	200	25;17					31182	10	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	"Qu¶n tËn thiªn h¹ bÊt b×nh sù, dÜ thiªn vi c¸i ®Şa vi l­ ."	ĞÔ¸ĞÅ®³½ÉßÔÚËêô¢	§· khãa		9	2	1	11	0																																																																		
ChiÕn Cuång ThÇn Du C©n	0	103	30160	30	40000	0	200	25;17					31183	10	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	"Qu¶n tËn thiªn h¹ bÊt b×nh sù, dÜ thiªn vi c¸i ®Şa vi l­ ."	½¿Ğ¡Å®³½ÉßÔÚËêô¢	§· khãa		9	2	1	11	0																																																																		
ChiÕn Cuång Tiªu Dao C©n	0	103	30161	30	40000	0	200	23;23					31184	10	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	"NhÊt b¸t nhÊt c«n tÈu giang hå, tiªu dao kho¸i ho¹t töu nhÊt l«. "	±ê×¼ÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	12	0																																																																		
ChiÕn Cuång Tiªu Dao C©n	0	103	30162	30	40000	0	200	23;23					31185	10	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	"NhÊt b¸t nhÊt c«n tÈu giang hå, tiªu dao kho¸i ho¹t töu nhÊt l«. "	¿ıÎàÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	12	0																																																																		
ChiÕn Cuång Tiªu Dao C©n	0	103	30163	30	40000	0	200	23;23					31186	10	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	"NhÊt b¸t nhÊt c«n tÈu giang hå, tiªu dao kho¸i ho¹t töu nhÊt l«. "	ĞÔ¸ĞÅ®³½ÉßÔÚËêô¢	§· khãa		9	2	1	12	0																																																																		
ChiÕn Cuång Tiªu Dao C©n	0	103	30164	30	40000	0	200	23;23					31187	10	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	"NhÊt b¸t nhÊt c«n tÈu giang hå, tiªu dao kho¸i ho¹t töu nhÊt l«. "	½¿Ğ¡Å®³½ÉßÔÚËêô¢	§· khãa		9	2	1	12	0																																																																		
ChiÕn Cuång V« Vi Qu¸n	0	103	30165	30	40000	0	200	17;25					31188	10	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	"Tù nhiªn chi ®¹o bæn v« vi, nh­îc chÊp v« vi tøc h÷u vi."	±ê×¼ÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	14	0																																																																		
ChiÕn Cuång V« Vi Qu¸n	0	103	30166	30	40000	0	200	17;25					31189	10	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	"Tù nhiªn chi ®¹o bæn v« vi, nh­îc chÊp v« vi tøc h÷u vi."	¿ıÎàÄĞ³½ÉßÔÚËê¹Ú	§· khãa		9	2	1	14	0																																																																		
