Tªn vò khİ	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	CÇm trªn tay	S¸t th­¬ng ngo¹i c«ng	S¸t th­¬ng Néi c«ng 	®é s¾c bĞn	Tèc ®é xuÊt chiªu	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò;Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Ch­ëng Kú Sø-Xİch DiÖm Bót	0	9	26122	50	5001	0	300	0	240;480		1	110	26122	50	1	2		\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	 Ch­ëng Kú sö dông tinh th«ng thuËt rÌn, chän tinh thiÕt th­îng ®¼ng, tr¶i qua ngµn bóa tr¨m luyÖn,rÌn ra th­îng ®¼ng Vò khİ, tªn lµ Xİch DiÖm Bót	±Ê7a	§· khãa		7	0	1	0	0					
Ch­ëng Kú Sø-Xİch DiÖm Bót	0	9	26123	50	5001	0	300	0	240;480		1	110	26123	50	2	3		\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	 Ch­ëng Kú sö dông tinh th«ng thuËt rÌn, chän tinh thiÕt th­îng ®¼ng, tr¶i qua ngµn bóa tr¨m luyÖn,rÌn ra th­îng ®¼ng Vò khİ, tªn lµ Xİch DiÖm Bót	±Ê7a	§· khãa		7	0	1	0	0					
Ch­ëng Kú Sø-Xİch DiÖm Bót	0	9	26124	50	5001	0	300	0	240;480		1	110	26124	50	2	4		\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	 Ch­ëng Kú sö dông tinh th«ng thuËt rÌn, chän tinh thiÕt th­îng ®¼ng, tr¶i qua ngµn bóa tr¨m luyÖn,rÌn ra th­îng ®¼ng Vò khİ, tªn lµ Xİch DiÖm Bót	±Ê7a	§· khãa		7	0	1	0	0					
?m Tr¶o	0	11	27101	30	31	0	200	2	78;156	142;284	1	105	27101	10	1	1		\image\item\weapon\wea_zhua_006a1.spr	\image\item\weapon\wea_zhua_006a0.spr	Tr¶o ®­îc sö dông bëi ®Ö tö cÊp thÊp cña Minh Gi¸o HuyÕt Nh©n, s¾c bĞn dŞ th­êng	×¦4a	§· khãa		4	2	1	0	0					
?m Tr¶o	0	11	27102	30	31	0	200	2	78;156	142;284	1	105	27102	10	1	2		\image\item\weapon\wea_zhua_006a1.spr	\image\item\weapon\wea_zhua_006a0.spr	Tr¶o ®­îc sö dông bëi ®Ö tö cÊp thÊp cña Minh Gi¸o HuyÕt Nh©n, s¾c bĞn dŞ th­êng	×¦4a	§· khãa		4	2	1	0	0					
?m Tr¶o	0	11	27103	30	31	0	200	2	78;156	142;284	1	105	27103	10	2	3		\image\item\weapon\wea_zhua_006a1.spr	\image\item\weapon\wea_zhua_006a0.spr	Tr¶o ®­îc sö dông bëi ®Ö tö cÊp thÊp cña Minh Gi¸o HuyÕt Nh©n, s¾c bĞn dŞ th­êng	×¦4a	§· khãa		4	2	1	0	0					
?m Tr¶o	0	11	27104	30	31	0	200	2	78;156	142;284	1	105	27104	10	2	4		\image\item\weapon\wea_zhua_006a1.spr	\image\item\weapon\wea_zhua_006a0.spr	Tr¶o ®­îc sö dông bëi ®Ö tö cÊp thÊp cña Minh Gi¸o HuyÕt Nh©n, s¾c bĞn dŞ th­êng	×¦4a	§· khãa		4	2	1	0	0					
DiÖt Hån Tr¶o	0	11	27111	40	51	0	250	2	130;260	232;464	1	105	27111	35	1	1		\image\item\weapon\wea_zhua_009a1.spr	\image\item\weapon\wea_zhua_009a0.spr	HuyÕt Tr¶o ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o HuyÕt Nh©n, mµu x¸m ®en, søc bĞn mµ nhän.	×¦5b	§· khãa		6	2	1	0	0					
DiÖt Hån Tr¶o	0	11	27112	40	51	0	250	2	130;260	232;464	1	105	27112	35	1	2		\image\item\weapon\wea_zhua_009a1.spr	\image\item\weapon\wea_zhua_009a0.spr	HuyÕt Tr¶o ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o HuyÕt Nh©n, mµu x¸m ®en, søc bĞn mµ nhän.	×¦5b	§· khãa		6	2	1	0	0					
DiÖt Hån Tr¶o	0	11	27113	40	51	0	250	2	130;260	232;464	1	105	27113	35	2	3		\image\item\weapon\wea_zhua_009a1.spr	\image\item\weapon\wea_zhua_009a0.spr	HuyÕt Tr¶o ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o HuyÕt Nh©n, mµu x¸m ®en, søc bĞn mµ nhän.	×¦5b	§· khãa		6	2	1	0	0					
DiÖt Hån Tr¶o	0	11	27114	40	51	0	250	2	130;260	232;464	1	105	27114	35	2	4		\image\item\weapon\wea_zhua_009a1.spr	\image\item\weapon\wea_zhua_009a0.spr	HuyÕt Tr¶o ®­îc sö dông bëi ®Ö tö cao cÊp cña Minh Gi¸o HuyÕt Nh©n, mµu x¸m ®en, søc bĞn mµ nhän.	×¦5b	§· khãa		6	2	1	0	0					
Thanh Minh Sø-?m DiÖm Linh Tr¶o	0	11	27121	50	5001	0	300	2	160;320	280;560	1	105	27121	50	1	1		\image\item\weapon\wea_zhua_012a1.spr	\image\item\weapon\wea_zhua_012a0.spr	Thanh Minh lµm lo¹n ®Şch trong ®ªm, qu©n ®Şch ®­îc lÖnh v©y c«ng Minh Giao kh«ng thµnh, Giao chñ vui mõng, th­ëng cho ?m DiÖm Linh Tr¶o	×¦7a	§· khãa		7	0	1	0	0					
Thanh Minh Sø-?m DiÖm Linh Tr¶o	0	11	27122	50	5001	0	300	2	160;320	280;560	1	105	27122	50	1	2		\image\item\weapon\wea_zhua_012a1.spr	\image\item\weapon\wea_zhua_012a0.spr	Thanh Minh lµm lo¹n ®Şch trong ®ªm, qu©n ®Şch ®­îc lÖnh v©y c«ng Minh Giao kh«ng thµnh, Giao chñ vui mõng, th­ëng cho ?m DiÖm Linh Tr¶o	×¦7a	§· khãa		7	0	1	0	0					
Thanh Minh Sø-?m DiÖm Linh Tr¶o	0	11	27123	50	5001	0	300	2	160;320	280;560	1	105	27123	50	2	3		\image\item\weapon\wea_zhua_012a1.spr	\image\item\weapon\wea_zhua_012a0.spr	Thanh Minh lµm lo¹n ®Şch trong ®ªm, qu©n ®Şch ®­îc lÖnh v©y c«ng Minh Giao kh«ng thµnh, Giao chñ vui mõng, th­ëng cho ?m DiÖm Linh Tr¶o	×¦7a	§· khãa		7	0	1	0	0					
Thanh Minh Sø-?m DiÖm Linh Tr¶o	0	11	27124	50	5001	0	300	2	160;320	280;560	1	105	27124	50	2	4		\image\item\weapon\wea_zhua_012a1.spr	\image\item\weapon\wea_zhua_012a0.spr	Thanh Minh lµm lo¹n ®Şch trong ®ªm, qu©n ®Şch ®­îc lÖnh v©y c«ng Minh Giao kh«ng thµnh, Giao chñ vui mõng, th­ëng cho ?m DiÖm Linh Tr¶o	×¦7a	§· khãa		7	0	1	0	0					
Tiªu Dao ThÇn Sø - TuyÒn Phong §ao 	0	3	25131	50	6001	0	300	0	243;486		1	100	25131	70	1	1		\image\item\weapon\wea_bla_015a1.spr	\image\item\weapon\wea_bla_015a0.spr	Tiªu Dao ThÇn Sø ®i l¹i nhanh nhÑn, tùa nh­ giã, tay cÇm b¶o ®ao, lóc ®éng vâ uy m·nh nh­ giã lèc, tõ ®ã thµnh danh.	µ¥µ¶7b	§· khãa		8	2	1	0	0					
Tiªu Dao ThÇn Sø - TuyÒn Phong §ao 	0	3	25132	50	6001	0	300	0	243;486		1	100	25132	70	1	2		\image\item\weapon\wea_bla_015a1.spr	\image\item\weapon\wea_bla_015a0.spr	Tiªu Dao ThÇn Sø ®i l¹i nhanh nhÑn, tùa nh­ giã, tay cÇm b¶o ®ao, lóc ®éng vâ uy m·nh nh­ giã lèc, tõ ®ã thµnh danh.	µ¥µ¶7b	§· khãa		8	2	1	0	0					
Tiªu Dao ThÇn Sø - TuyÒn Phong §ao 	0	3	25133	50	6001	0	300	0	243;486		1	100	25133	70	2	3		\image\item\weapon\wea_bla_015a1.spr	\image\item\weapon\wea_bla_015a0.spr	Tiªu Dao ThÇn Sø ®i l¹i nhanh nhÑn, tùa nh­ giã, tay cÇm b¶o ®ao, lóc ®éng vâ uy m·nh nh­ giã lèc, tõ ®ã thµnh danh.	µ¥µ¶7b	§· khãa		8	2	1	0	0					
Tiªu Dao ThÇn Sø - TuyÒn Phong §ao 	0	3	25134	50	6001	0	300	0	243;486		1	100	25134	70	2	4		\image\item\weapon\wea_bla_015a1.spr	\image\item\weapon\wea_bla_015a0.spr	Tiªu Dao ThÇn Sø ®i l¹i nhanh nhÑn, tùa nh­ giã, tay cÇm b¶o ®ao, lóc ®éng vâ uy m·nh nh­ giã lèc, tõ ®ã thµnh danh.	µ¥µ¶7b	§· khãa		8	2	1	0	0					
Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Bót	0	9	26131	50	6001	0	300	0	243;486		1	110	26131	70	1	1		\image\item\weapon\wea_bru_015a1.spr	\image\item\weapon\wea_bru_015a0.spr	Phµn Ng· Tµn Khu, Hïng Hïng Th¸nh Háa, Sanh Dùc Kh¶ Hoan, Tö Dùc Kh¶ Khæ, chÕt cã g× ®¸ng sî. Kim Bót cña Thiªn Cuång §¹i T­íng dùa theo th¸nh háa mµ ®Æt tªn.	±Ê7b	§· khãa		8	2	1	0	0					
Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Bót	0	9	26132	50	6001	0	300	0	243;486		1	110	26132	70	1	2		\image\item\weapon\wea_bru_015a1.spr	\image\item\weapon\wea_bru_015a0.spr	Phµn Ng· Tµn Khu, Hïng Hïng Th¸nh Háa, Sanh Dùc Kh¶ Hoan, Tö Dùc Kh¶ Khæ, chÕt cã g× ®¸ng sî. Kim Bót cña Thiªn Cuång §¹i T­íng dùa theo th¸nh háa mµ ®Æt tªn.	±Ê7b	§· khãa		8	2	1	0	0					
Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Bót	0	9	26133	50	6001	0	300	0	243;486		1	110	26133	70	2	3		\image\item\weapon\wea_bru_015a1.spr	\image\item\weapon\wea_bru_015a0.spr	Phµn Ng· Tµn Khu, Hïng Hïng Th¸nh Háa, Sanh Dùc Kh¶ Hoan, Tö Dùc Kh¶ Khæ, chÕt cã g× ®¸ng sî. Kim Bót cña Thiªn Cuång §¹i T­íng dùa theo th¸nh háa mµ ®Æt tªn.	±Ê7b	§· khãa		8	2	1	0	0					
Thiªn Cuång §¹i T­íng - Th¸nh Háa Kim Bót	0	9	26134	50	6001	0	300	0	243;486		1	110	26134	70	2	4		\image\item\weapon\wea_bru_015a1.spr	\image\item\weapon\wea_bru_015a0.spr	Phµn Ng· Tµn Khu, Hïng Hïng Th¸nh Háa, Sanh Dùc Kh¶ Hoan, Tö Dùc Kh¶ Khæ, chÕt cã g× ®¸ng sî. Kim Bót cña Thiªn Cuång §¹i T­íng dùa theo th¸nh háa mµ ®Æt tªn.	±Ê7b	§· khãa		8	2	1	0	0					
NguyÖt ¶nh Ma T«n - Cæ Mé Cuång Tr¶o	0	11	27131	50	6001	0	300	2	165;330	291;582	1	105	27131	70	1	1		\image\item\weapon\wea_zhua_013a1.spr	\image\item\weapon\wea_zhua_013a0.spr	NguyÖt nh Ma T«n ®· l·nh héi ®­îc vâ c«ng mËt tŞch trong cæ mé,luyÖn thµnh cöu d­¬ng thÇn c«ng, ®­îc t«n lµm Gi¸o Chñ, Tr¶o nµy ®­îc ®Æt tªn dùa vµo Cæ Mé, dïng ®Ó kØ niÖm.	×¦7b	§· khãa		8	2	1	0	0					
NguyÖt ¶nh Ma T«n - Cæ Mé Cuång Tr¶o	0	11	27132	50	6001	0	300	2	165;330	291;582	1	105	27132	70	1	2		\image\item\weapon\wea_zhua_013a1.spr	\image\item\weapon\wea_zhua_013a0.spr	NguyÖt nh Ma T«n ®· l·nh héi ®­îc vâ c«ng mËt tŞch trong cæ mé,luyÖn thµnh cöu d­¬ng thÇn c«ng, ®­îc t«n lµm Gi¸o Chñ, Tr¶o nµy ®­îc ®Æt tªn dùa vµo Cæ Mé, dïng ®Ó kØ niÖm.	×¦7b	§· khãa		8	2	1	0	0					
NguyÖt ¶nh Ma T«n - Cæ Mé Cuång Tr¶o	0	11	27133	50	6001	0	300	2	165;330	291;582	1	105	27133	70	2	3		\image\item\weapon\wea_zhua_013a1.spr	\image\item\weapon\wea_zhua_013a0.spr	NguyÖt nh Ma T«n ®· l·nh héi ®­îc vâ c«ng mËt tŞch trong cæ mé,luyÖn thµnh cöu d­¬ng thÇn c«ng, ®­îc t«n lµm Gi¸o Chñ, Tr¶o nµy ®­îc ®Æt tªn dùa vµo Cæ Mé, dïng ®Ó kØ niÖm.	×¦7b	§· khãa		8	2	1	0	0					
NguyÖt ¶nh Ma T«n - Cæ Mé Cuång Tr¶o	0	11	27134	50	6001	0	300	2	165;330	291;582	1	105	27134	70	2	4		\image\item\weapon\wea_zhua_013a1.spr	\image\item\weapon\wea_zhua_013a0.spr	NguyÖt nh Ma T«n ®· l·nh héi ®­îc vâ c«ng mËt tŞch trong cæ mé,luyÖn thµnh cöu d­¬ng thÇn c«ng, ®­îc t«n lµm Gi¸o Chñ, Tr¶o nµy ®­îc ®Æt tªn dùa vµo Cæ Mé, dïng ®Ó kØ niÖm.	×¦7b	§· khãa		8	2	1	0	0					
Kim Mao S­ V­¬ng §å Long B¶o §ao 	0	3	25141	50	25000	0	300	0	252;505		1	100	25141	80	1	1		\image\item\weapon\wea_bla_016a1.spr	\image\item\weapon\wea_bla_016a0.spr	Kim Mao S­ V­¬ng nhê cã §å Long B¶o §ao mµ danh chÊn thiªn h¹, ®ao nµy s¾c bĞn dŞ th­êng, cã thÓ t­íc kim ®o¹n ngäc.	µ¥µ¶8a	§· khãa		9	2	1	0	0					
Kim Mao S­ V­¬ng §å Long B¶o §ao 	0	3	25142	50	25000	0	300	0	252;505		1	100	25142	80	1	2		\image\item\weapon\wea_bla_016a1.spr	\image\item\weapon\wea_bla_016a0.spr	Kim Mao S­ V­¬ng nhê cã §å Long B¶o §ao mµ danh chÊn thiªn h¹, ®ao nµy s¾c bĞn dŞ th­êng, cã thÓ t­íc kim ®o¹n ngäc.	µ¥µ¶8a	§· khãa		9	2	1	0	0					
Kim Mao S­ V­¬ng §å Long B¶o §ao 	0	3	25143	50	25000	0	300	0	252;505		1	100	25143	80	2	3		\image\item\weapon\wea_bla_016a1.spr	\image\item\weapon\wea_bla_016a0.spr	Kim Mao S­ V­¬ng nhê cã §å Long B¶o §ao mµ danh chÊn thiªn h¹, ®ao nµy s¾c bĞn dŞ th­êng, cã thÓ t­íc kim ®o¹n ngäc.	µ¥µ¶8a	§· khãa		9	2	1	0	0					
Kim Mao S­ V­¬ng §å Long B¶o §ao 	0	3	25144	50	25000	0	300	0	252;505		1	100	25144	80	2	4		\image\item\weapon\wea_bla_016a1.spr	\image\item\weapon\wea_bla_016a0.spr	Kim Mao S­ V­¬ng nhê cã §å Long B¶o §ao mµ danh chÊn thiªn h¹, ®ao nµy s¾c bĞn dŞ th­êng, cã thÓ t­íc kim ®o¹n ngäc.	µ¥µ¶8a	§· khãa		9	2	1	0	0					
B¹ch Mi ¦ng V­¬ng Quang Minh Th¸nh Bót 	0	9	26141	50	25000	0	300	0	252;505		1	110	26141	80	1	1		\image\item\weapon\wea_bru_016a1.spr	\image\item\weapon\wea_bru_016a0.spr	B¹ch Mi ¦ng V­¬ng ®¹i nghÜa lÉm nhiªn, thiÕt huyÕt ®¬n t©m, ®­îc x­ng lµ hãa th©n cña Quang Minh, Vò khİ cña y ®­îc ®Æt tªn theo Quang Minh	±Ê8a	§· khãa		9	2	1	0	0					
B¹ch Mi ¦ng V­¬ng Quang Minh Th¸nh Bót 	0	9	26142	50	25000	0	300	0	252;505		1	110	26142	80	1	2		\image\item\weapon\wea_bru_016a1.spr	\image\item\weapon\wea_bru_016a0.spr	B¹ch Mi ¦ng V­¬ng ®¹i nghÜa lÉm nhiªn, thiÕt huyÕt ®¬n t©m, ®­îc x­ng lµ hãa th©n cña Quang Minh, Vò khİ cña y ®­îc ®Æt tªn theo Quang Minh	±Ê8a	§· khãa		9	2	1	0	0					
B¹ch Mi ¦ng V­¬ng Quang Minh Th¸nh Bót 	0	9	26143	50	25000	0	300	0	252;505		1	110	26143	80	2	3		\image\item\weapon\wea_bru_016a1.spr	\image\item\weapon\wea_bru_016a0.spr	B¹ch Mi ¦ng V­¬ng ®¹i nghÜa lÉm nhiªn, thiÕt huyÕt ®¬n t©m, ®­îc x­ng lµ hãa th©n cña Quang Minh, Vò khİ cña y ®­îc ®Æt tªn theo Quang Minh	±Ê8a	§· khãa		9	2	1	0	0					
B¹ch Mi ¦ng V­¬ng Quang Minh Th¸nh Bót 	0	9	26144	50	25000	0	300	0	252;505		1	110	26144	80	2	4		\image\item\weapon\wea_bru_016a1.spr	\image\item\weapon\wea_bru_016a0.spr	B¹ch Mi ¦ng V­¬ng ®¹i nghÜa lÉm nhiªn, thiÕt huyÕt ®¬n t©m, ®­îc x­ng lµ hãa th©n cña Quang Minh, Vò khİ cña y ®­îc ®Æt tªn theo Quang Minh	±Ê8a	§· khãa		9	2	1	0	0					
Thanh Dùc Bøc V­¬ng §iÖp HuyÕt Lîi Tr¶o 	0	11	27141	50	25000	0	300	2	165;330	291;582	1	105	27141	80	1	1		\image\item\weapon\wea_zhua_014a1.spr	\image\item\weapon\wea_zhua_014a0.spr	 Thanh Dùc Bøc V­¬ng dùa vµo hót sinh lùc ®Ó hãa gi¶i ®éc hµn trong c¬ thÓ,  nghe ®Õn tªn y kh«ng l¹nh mµ run, Tr¶o nµy ®­îc ®Æt tªn lµ §iÖp HuyÕt	×¦8a	§· khãa		9	2	1	0	0					
Thanh Dùc Bøc V­¬ng §iÖp HuyÕt Lîi Tr¶o 	0	11	27142	50	25000	0	300	2	165;330	291;582	1	105	27142	80	1	2		\image\item\weapon\wea_zhua_014a1.spr	\image\item\weapon\wea_zhua_014a0.spr	 Thanh Dùc Bøc V­¬ng dùa vµo hót sinh lùc ®Ó hãa gi¶i ®éc hµn trong c¬ thÓ,  nghe ®Õn tªn y kh«ng l¹nh mµ run, Tr¶o nµy ®­îc ®Æt tªn lµ §iÖp HuyÕt	×¦8a	§· khãa		9	2	1	0	0					
Thanh Dùc Bøc V­¬ng §iÖp HuyÕt Lîi Tr¶o 	0	11	27143	50	25000	0	300	2	165;330	291;582	1	105	27143	80	2	3		\image\item\weapon\wea_zhua_014a1.spr	\image\item\weapon\wea_zhua_014a0.spr	 Thanh Dùc Bøc V­¬ng dùa vµo hót sinh lùc ®Ó hãa gi¶i ®éc hµn trong c¬ thÓ,  nghe ®Õn tªn y kh«ng l¹nh mµ run, Tr¶o nµy ®­îc ®Æt tªn lµ §iÖp HuyÕt	×¦8a	§· khãa		9	2	1	0	0					
Thanh Dùc Bøc V­¬ng §iÖp HuyÕt Lîi Tr¶o 	0	11	27144	50	25000	0	300	2	165;330	291;582	1	105	27144	80	2	4		\image\item\weapon\wea_zhua_014a1.spr	\image\item\weapon\wea_zhua_014a0.spr	 Thanh Dùc Bøc V­¬ng dùa vµo hót sinh lùc ®Ó hãa gi¶i ®éc hµn trong c¬ thÓ,  nghe ®Õn tªn y kh«ng l¹nh mµ run, Tr¶o nµy ®­îc ®Æt tªn lµ §iÖp HuyÕt	×¦8a	§· khãa		9	2	1	0	0					
Minh Phong Bót	0	9	4016	40	3334	0	300	0	150;300		1	110	400016	70				\image\item\weapon\wea_bru_013a1.spr	\image\item\weapon\wea_bru_013a0.spr	Sa m¹c hoang vu, ®Çy giã vµ c¸t. Nh÷ng binh khİ nµy thİch hîp sö dông trong nh÷ng vïng giã c¸t nµy, cã søc m¹nh v« biªn.	±Ê6b			7	2	1	0	0					
DiÔm Phong §ao	0	3	4017	40	3334	0	300	0	220;440		1	100	400017	70				\image\item\weapon\wea_bla_013a1.spr	\image\item\weapon\wea_bla_013a0.spr	Sa m¹c hoang vu, ®Çy giã vµ c¸t. Nh÷ng binh khİ nµy thİch hîp sö dông trong nh÷ng vïng giã c¸t nµy, cã søc m¹nh v« biªn.	µ¥µ¶6b			7	2	1	0	0					
Tinh Phong Tr¶o	0	11	4018	40	3334	0	300	2	167;333	200;400	1	105	400018	70				\image\item\weapon\wea_zhua_011a1.spr	\image\item\weapon\wea_zhua_011a0.spr	Sa m¹c hoang vu, ®Çy giã vµ c¸t. Nh÷ng binh khİ nµy thİch hîp sö dông trong nh÷ng vïng giã c¸t nµy, cã søc m¹nh v« biªn.	×¦6b			7	2	1	0	0					
HuyÕt Yªn Tr¶o	0	11	6016	50	6001	0	300	2	180;360	210;420	1	105	600016	76				\image\item\weapon\wea_zhua_012a1.spr	\image\item\weapon\wea_zhua_012a0.spr	KiÖt t¸c ®óc kÕt tõ t©m huyÕt c¶ ®êi cña Thanh Khª L·o Nh©n, tr­íc khi chÕt tÆng cho kú n÷ Bé Phi Yªn	×¦7a	Tr¶o		8	3	1	0	0	999				
HuyÕt Yªn Chi	0	13	6017	50	6001	0	300	0	204;408	175;350	1	87	600017	76				\image\item\weapon\Wea_lingzhi_008a1.spr	\image\item\weapon\Wea_lingzhi_008a0.spr	KiÖt t¸c ®óc kÕt tõ t©m huyÕt c¶ ®êi cña Thanh Khª L·o Nh©n, tr­íc khi chÕt tÆng cho kú n÷ Bé Phi Yªn	ÁéÖ¦8a	Linh Chi		8	3	1	0	0	999				
S¸o Linh Yªn	0	12	6018	50	6001	0	300	0	158;318	841;62	1	87	600018	76				\image\item\weapon\Wea_di_013a1.spr	\image\item\weapon\Wea_di_013a0.spr	KiÖt t¸c ®óc kÕt tõ t©m huyÕt c¶ ®êi cña Thanh Khª L·o Nh©n, tr­íc khi chÕt tÆng cho kú n÷ Bé Phi Yªn	µÑ8b	Tiªu		8	3	1	0	0	999				
Linh §å Bót	0	9	30761	130	18000	0	300	0	291;505		1	110	31978	590				\image\item\weapon\wea_lv13_26b1.spr	\image\item\weapon\wea_lv13_26b0.spr	Vâ l©m m«n ®å, tu luyÖn thÇn c«ng. Uy trÊn giang hå, tø linh hé ®éng.	Ã÷½Ì±Ê13	Bót		10;10	4	1	0	0		99	29	29	12
Linh §å §ao	0	3	30761	215	18000	0	300	0	291;505		1	105	31979	590				\image\item\weapon\wea_lv13_25b1.spr	\image\item\weapon\wea_lv13_25b0.spr	Vâ l©m m«n ®å, tu luyÖn thÇn c«ng. Uy trÊn giang hå, tø linh hé ®éng.	Ã÷½Ìµ¶13	§¬n ®ao		10;10	4	1	0	0		99	29	29	12
Linh §å Tr¶o	0	11	30762	215	18000	0	300	2	175;330	327;582	1	105	31980	590				\image\item\weapon\wea_lv13_27b1.spr	\image\item\weapon\wea_lv13_27b0.spr	Vâ l©m m«n ®å, tu luyÖn thÇn c«ng. Uy trÊn giang hå, tø linh hé ®éng.	Ã÷½Ì×¦13	Tr¶o		10;10	4	1	0	0		99	29	29	12
Tö Quang Th¸nh Háa Bót	0	9	30763	50	18000	0	300	0	240;480		1	110	52361	80				\image\item\weapon\wea_bru_014a1.spr	\image\item\weapon\wea_bru_014a0.spr	§©y lµ lo¹i binh khİ ®­îc t¹o bëi m¶nh cña Tö Quang TiÖt Hoµnh Thó, nÕu nh­ sinh lùc b×nh th­êng th× ®©y chİnh lµ linh vËt cña vò khİ.	±Ê7a	Bót	\script\missions\tong_mission\item\conf_toll_weapon.lua	8	2	1	0	0					
Èm HuyÕt §ao	0	3	30884	200	18000	0	300	0	320;556		1	100	50084	790				\image\item\weapon\wea_lv15_liupai_01a1.spr	\image\item\weapon\wea_lv15_liupai_01a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	ÉÙÁÖµ¶15	§¬n ®ao		10	4	1	0	0		98	76	57	12
Èm HuyÕt Tr­îng	0	8	30885	100	18000	0	300	0	217;411	331;565	1	86	50085	790				\image\item\weapon\wea_lv15_liupai_03a1.spr	\image\item\weapon\wea_lv15_liupai_03a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	ÉÙÁÖìø15	Tİch tr­îng		10	4	1	0	0		98	75	55	12
Èm HuyÕt Thñ	0	0	30886	50	18000	0	300	0	329;574	286;493	1	90	50086	790				\image\item\weapon\ÉÙÁÖ»¤ÊÖ15a1.spr	\image\item\weapon\ÉÙÁÖ»¤ÊÖ15a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	¿ÕÊÖ	Hé thñ		10	4	1	0	0		98	75	55	12
Èm HuyÕt Ch©m	0	1	30887	50	18000	0	300	0	204;336		1	80	50087	790				\image\item\weapon\ÌÆÃÅ°µÆ÷15a1.spr	\image\item\weapon\ÌÆÃÅ°µÆ÷15a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	¿ÕÊÖ	¸m khİ		10	4	1	0	0		98	79	57	12
Èm HuyÕt KiÕm	0	2	30888	90	18000	0	300	0	193;363	360;640	1	86	50088	790				\image\item\weapon\wea_lv15_liupai_08a1.spr	\image\item\weapon\wea_lv15_liupai_08a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	¶ëÃ¼½£15	Tr­êng kiÕm		10	4	1	0	0		98	75	55	12
Èm HuyÕt CÇm	0	10	30889	140	18000	0	300	1	250;420	288;490	1	90	50089	790				\image\item\weapon\wea_lv15_liupai_09a1.spr	\image\item\weapon\wea_lv15_liupai_09a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	¶ëÃ¼ÇÙ15	CÇm		10	4	1	0	0		98	77	55	12
Èm HuyÕt Thñ	0	0	30890	50	18000	0	300	0	329;574	286;493	1	90	50090	790				\image\item\weapon\Ø¤°ï»¤ÊÖ15a1.spr	\image\item\weapon\Ø¤°ï»¤ÊÖ15a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	¿ÕÊÖ	Hé thñ		10	4	1	0	0		98	76	57	12
Èm HuyÕt Cån	0	5	30891	200	18000	0	300	0	263;451		1	84	50091	790				\image\item\weapon\wea_lv15_liupai_12a1.spr	\image\item\weapon\wea_lv15_liupai_12a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	Ø¤°ï¹÷15	C«n		10	4	1	0	0		98	79	57	12
Èm HuyÕt KiÕm	0	2	30892	90	18000	0	300	0	193;363	360;640	1	86	50092	790				\image\item\weapon\wea_lv15_liupai_14a1.spr	\image\item\weapon\wea_lv15_liupai_14a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	Îäµ±½£15	Tr­êng kiÕm		10	4	1	0	0		98	75	55	12
Èm HuyÕt Bót	0	9	30893	130	18000	0	300	0	228;380		1	110	50093	790				\image\item\weapon\wea_lv15_liupai_15a1.spr	\image\item\weapon\wea_lv15_liupai_15a0.spr	ThŞ huyÕt Èm hËn, chiÕn v« bÊt th¾ng	Îäµ±±Ê15	Bót		10	4	1	0	0		98	78	57	12
