Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31085	30	40000	0	200						31773	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31086	30	40000	0	200						31774	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31087	30	40000	0	200						31775	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31088	30	40000	0	200						31776	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31089	30	40000	0	200						31777	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31090	30	40000	0	200						31778	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31091	30	40000	0	200						31779	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31092	30	40000	0	200						31780	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31093	30	40000	0	200						31781	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31094	30	40000	0	200						31782	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31095	30	40000	0	200						31783	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31096	30	40000	0	200						31784	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31097	30	40000	0	200						31785	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31098	30	40000	0	200						31786	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31099	30	40000	0	200						31787	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31100	30	40000	0	200						31788	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31101	30	40000	0	200						31789	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31102	30	40000	0	200						31790	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31103	30	40000	0	200						31791	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31104	30	40000	0	200						31792	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31105	30	40000	0	200						31793	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31106	30	40000	0	200						31794	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31107	30	40000	0	200						31795	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31108	30	40000	0	200						31796	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31109	30	40000	0	200						31797	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31110	30	40000	0	200						31798	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31111	30	40000	0	200						31799	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31112	30	40000	0	200						31800	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31113	30	40000	0	200						31801	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31114	30	40000	0	200						31802	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31115	30	40000	0	200						31803	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31116	30	40000	0	200						31804	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31117	30	40000	0	200						31805	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31118	30	40000	0	200						31806	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31119	30	40000	0	200						31807	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31120	30	40000	0	200						31808	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31121	30	40000	0	200						31809	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31122	30	40000	0	200						31810	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0	102	31123	30	40000	0	200						31811	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ3_A1.spr	\image\item\ring\À×»¢ÁîÅÆ3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
NhÉn Hµo HiÖp (PhÕ)	0	102	31124	10	10000	0	100							890			T©n thñ kh«ng thÓ dïng	\image\item\ring\¹âÕÑÁÒÎä½äÖ¸(×Ï)a1.spr	\image\item\ring\¹âÕÑÁÒÎä½äÖ¸(×Ï)a0.spr	"Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng."		§· khãa		10;10	4	1		0		99	37	35	12
Béi Hµo HiÖp (PhÕ)	0	102	31125	10	10000	0	100							890			T©n thñ kh«ng thÓ dïng	\image\item\ring\¹âÕÑÁÒÎäÓñÅå(×Ï)a1.spr	\image\item\ring\¹âÕÑÁÒÎäÓñÅå(×Ï)a0.spr	"Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng."		§· khãa		10;10	4	1		0		99	37	35	12
Hµo HiÖp Giíi	0	102	31126	10	10000	0	100						31972	890			T©n thñ kh«ng thÓ dïng	\image\item\ring\¹âÕÑÁÒÎä½äÖ¸(×Ï)a1.spr	\image\item\ring\¹âÕÑÁÒÎä½äÖ¸(×Ï)a0.spr	"Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng."		§· khãa		10;10	4	1		0		99	41	39	12
Hµo HiÖp Béi	0	102	31127	10	10000	0	100						31972	890			T©n thñ kh«ng thÓ dïng	\image\item\ring\¹âÕÑÁÒÎäÓñÅå(×Ï)a1.spr	\image\item\ring\¹âÕÑÁÒÎäÓñÅå(×Ï)a0.spr	"Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng."		§· khãa		10;10	4	1		0		99	41	39	12
Hµo HiÖp Giíi-V« H¹	0	102	31128	10	10000	0	100						31973	690			T©n thñ kh«ng thÓ dïng	\image\item\ring\¹âÕÑÁÒÎä½äÖ¸(×Ï)a1.spr	\image\item\ring\¹âÕÑÁÒÎä½äÖ¸(×Ï)a0.spr	"Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng."		§· khãa		10;10	4	1		0		99	41	39	12
Hµo HiÖp Béi-V« H¹	0	102	31129	10	10000	0	100						31973	690			T©n thñ kh«ng thÓ dïng	\image\item\ring\¹âÕÑÁÒÎäÓñÅå(×Ï)a1.spr	\image\item\ring\¹âÕÑÁÒÎäÓñÅå(×Ï)a0.spr	"Ta cã Hµo HiÖp, uy trÊn tø ph­¬ng."		§· khãa		10;10	4	1		0		99	41	39	12
NhÉn V« Cùc	0	102	31130	10	10000	0	100						31977	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÎŞ¼«½äa1.spr	\image\item\ring\ÎŞ¼«½äa0.spr	"NhÉn ®¹i diÖn cho tét cïng cña ®¹o, ®eo nã cã thÓ t¹o ®­îc kú tİch."		§· khãa		10	4	1		0					
Minh Tinh Chi Giíi	0	102	31131	10	10000	0	100						31977	80			T©n thñ kh«ng thÓ dïng	\image\item\ring\Ú¤ĞÇ½äa1.spr	\image\item\ring\Ú¤ĞÇ½äa0.spr	"§¹i diÖn cho mét lo¹i søc m¹nh thÇn bİ kh«ng nh×n thÊy, ®eo nã cã thÓ sÏ cã chuyÖn thÇn kú x¶y ra."		§· khãa		10	4	1		0					
Tèng_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	31132	10	10000	0	100						31981	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tèng_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	31133	10	10000	0	100						31982	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tèng_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	31134	10	10000	0	100						31983	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
