Tªn M·o	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30502	30	40000	0	200	23;23					31747	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ğ·ï½«¾ü½¿Ğ¡Í·36.spr	\image\item\cap\»ğ·ï½«¾ü½¿Ğ¡Í·120.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)"	½¿Ğ¡Å®»ğ·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30503	30	40000	0	200	25;17					31748	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30504	30	40000	0	200	25;17					31749	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30505	30	40000	0	200	25;17					31750	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30506	30	40000	0	200	25;17					31751	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30507	30	40000	0	200	17;25					31752	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30508	30	40000	0	200	17;25					31753	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30509	30	40000	0	200	23;23					31754	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30510	30	40000	0	200	23;23					31755	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30511	30	40000	0	200	23;23					31756	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30512	30	40000	0	200	23;23					31757	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30513	30	40000	0	200	17;25					31758	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30514	30	40000	0	200	17;25					31759	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30515	30	40000	0	200	23;23					31760	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30516	30	40000	0	200	23;23					31761	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30517	30	40000	0	200	25;17					31762	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30518	30	40000	0	200	25;17					31763	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30519	30	40000	0	200	25;17					31764	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30520	30	40000	0	200	25;17					31765	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30521	30	40000	0	200	23;23					31766	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30522	30	40000	0	200	23;23					31767	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30523	30	40000	0	200	23;23					31768	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30524	30	40000	0	200	23;23					31769	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30525	30	40000	0	200	17;25					31770	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30526	30	40000	0	200	17;25					31771	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30527	30	40000	0	200	17;25					31772	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30528	30	40000	0	200	17;25					31773	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30529	30	40000	0	200	17;25					31774	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30530	30	40000	0	200	17;25					31775	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30531	30	40000	0	200	17;25					31776	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30532	30	40000	0	200	17;25					31777	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30533	30	40000	0	200	23;23					31778	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30534	30	40000	0	200	23;23					31779	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30535	30	40000	0	200	23;23					31780	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30536	30	40000	0	200	23;23					31781	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30537	30	40000	0	200	17;25					31782	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30538	30	40000	0	200	17;25					31783	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30539	30	40000	0	200	17;25					31784	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30540	30	40000	0	200	17;25					31785	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30541	30	40000	0	200	23;23					31786	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30542	30	40000	0	200	23;23					31787	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30543	30	40000	0	200	23;23					31788	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	ĞÔ¸ĞÅ®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30544	30	40000	0	200	23;23					31789	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	½¿Ğ¡Å®»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30545	30	40000	0	200	17;25					31790	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	±ê×¼ÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i Kh«i	0	103	30546	30	40000	0	200	17;25					31791	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	"Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"	¿ıÎàÄĞ»ğ·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
